,top_genres,num_tracks_in_album,num_listens_per_album,track_favorites,duration,interest,num_listens_per_song,chroma_cens,chroma_cqt,chroma_stft,mfcc,rmse,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,tonnetz,zcr
8816,Electronic/Rock,1,4,0,1,0,2,1,1,0,2,3,1,2,4,3,3,2
8817,Electronic/Rock,1,4,0,0,0,0,2,3,0,3,2,1,2,3,2,3,3
8818,Electronic/Rock,1,4,0,1,0,0,1,2,0,2,2,2,3,4,3,0,3
8819,Electronic/Rock,1,4,0,1,4,2,2,2,0,2,2,2,3,4,3,0,3
8820,Electronic/Rock,1,4,0,1,0,2,3,3,2,2,1,2,3,4,3,2,3
8821,Electronic/Rock,1,4,0,2,3,3,1,2,1,2,2,1,1,3,2,0,2
8822,Electronic/Rock,1,4,0,1,0,2,2,2,0,2,3,4,1,2,2,0,2
8823,Electronic/Rock,1,4,0,1,4,2,2,2,0,2,3,1,2,4,3,2,3
8824,Electronic/Rock,1,4,0,0,4,4,2,2,0,2,3,2,2,4,3,2,3
8825,Electronic/Rock,1,4,0,0,4,4,1,2,1,2,2,1,2,3,2,0,2
8826,Electronic/Rock,1,4,0,2,1,1,2,3,1,2,3,1,1,3,2,0,2
8827,Electronic/Rock,3,4,0,1,1,4,2,3,1,2,3,2,3,4,4,3,4
8828,Electronic/Rock,3,4,0,1,4,2,4,4,3,2,3,2,3,3,3,2,3
8829,Electronic/Rock,3,4,0,2,4,2,4,4,3,2,3,3,4,4,4,0,4
8830,Electronic/Rock,3,4,0,0,4,2,3,3,3,2,3,3,4,4,4,0,3
8831,Electronic/Rock,3,4,0,0,1,1,3,4,2,2,4,3,4,4,4,2,4
8832,Electronic/Rock,3,4,0,3,1,4,3,4,2,2,3,3,4,4,4,3,4
8833,Electronic/Rock,3,4,0,4,1,4,4,4,2,2,2,3,4,4,4,2,4
8834,Electronic/Rock,3,4,0,4,1,1,4,4,2,2,3,3,4,4,4,2,4
8835,Electronic/Rock,3,1,3,3,1,4,1,3,3,1,3,4,1,0,0,3,2
8836,Electronic/Rock,3,1,3,2,1,4,4,3,3,4,4,4,2,0,0,2,1
8837,Electronic/Rock,3,1,3,3,1,4,3,4,1,0,3,1,1,1,2,2,3
8838,Electronic/Rock,3,1,3,2,3,3,1,2,3,0,4,2,2,3,2,2,4
8839,Electronic/Rock,3,1,3,3,3,3,0,1,0,4,2,1,2,1,2,2,3
8840,Electronic/Rock,3,1,3,3,2,1,0,1,1,0,3,2,1,2,2,3,4
8841,Electronic/Rock,3,1,3,2,3,3,4,4,4,4,3,3,3,1,3,1,4
8842,Electronic/Rock,3,1,3,1,3,3,1,2,0,1,3,2,2,1,2,3,4
8843,Electronic/Rock,3,1,1,1,1,1,0,0,0,0,4,2,3,2,3,1,3
8844,Electronic/Rock,3,1,1,1,1,4,0,0,0,1,2,1,1,1,2,1,1
8845,Electronic/Rock,3,1,1,4,1,4,2,1,0,0,4,1,1,1,2,0,2
8846,Electronic/Rock,3,1,1,2,1,4,1,1,1,3,4,4,1,1,2,2,1
8847,Electronic/Rock,3,1,1,3,1,4,0,0,0,1,4,1,2,1,2,2,2
8848,Electronic/Rock,3,1,1,2,2,1,3,1,0,3,3,0,1,1,0,0,0
8849,Electronic/Rock,3,1,1,2,2,1,0,0,0,0,3,4,1,1,0,0,1
8850,Electronic/Rock,3,1,1,2,2,1,1,0,1,0,4,4,2,1,2,1,1
8851,Electronic/Rock,3,1,1,1,2,1,3,3,1,0,2,4,1,1,0,1,1
8852,Electronic/Rock,3,1,1,2,3,3,1,0,1,1,3,4,1,1,2,0,1
8853,Electronic/Rock,3,1,1,0,2,1,1,2,4,0,3,3,3,3,4,0,4
8854,Electronic/Rock,3,1,1,0,1,1,4,4,4,0,3,3,3,3,4,2,4
8855,Electronic/Rock,3,1,1,0,1,1,2,3,4,4,3,3,4,4,4,2,4
8856,Electronic/Rock,3,1,1,0,2,3,3,4,2,4,3,3,4,3,4,0,4
8857,Electronic/Rock,3,1,1,0,2,1,3,4,4,0,3,3,4,4,4,0,4
8858,Electronic/Rock,3,1,1,0,2,3,3,4,4,0,3,3,4,4,4,1,4
8859,Electronic/Rock,3,1,1,0,2,1,1,1,0,4,3,3,4,3,4,2,4
8860,Electronic/Rock,3,1,1,0,2,3,4,3,3,3,3,1,1,1,2,3,3
8861,Electronic/Rock,0,2,0,1,1,4,4,4,3,1,3,2,2,3,3,3,3
8862,Electronic/Rock,0,2,0,2,3,3,2,2,3,1,3,1,2,3,2,1,2
8863,Electronic/Rock,0,2,0,3,4,2,3,3,2,0,3,4,1,2,0,0,2
8864,Electronic/Rock,0,2,0,1,4,4,2,2,3,3,2,1,2,2,2,2,3
8865,Electronic/Rock,0,2,0,1,1,4,4,4,2,3,3,2,3,3,3,0,3
8866,Electronic/Rock,2,4,3,1,1,4,3,3,3,2,4,1,1,3,2,1,3
8867,Electronic/Rock,2,4,3,3,4,2,0,0,1,1,2,4,0,1,0,3,2
8868,Electronic/Rock,2,4,3,1,4,2,3,4,3,2,3,1,2,3,2,0,3
8869,Electronic/Rock,2,4,3,2,0,2,4,4,4,3,3,4,1,3,0,1,2
8870,Electronic/Rock,2,4,3,1,1,1,3,4,3,2,3,1,2,4,2,2,3
8871,Electronic/Rock,2,4,3,2,2,1,4,4,3,2,4,1,2,4,2,0,3
8872,Electronic/Rock,2,4,3,2,4,4,3,3,3,2,4,1,1,4,2,2,3
8873,Electronic/Rock,2,4,3,0,1,1,4,4,3,2,4,1,2,4,2,4,3
8874,Electronic/Rock,2,4,3,1,1,1,3,4,2,2,3,1,1,3,0,3,2
8875,Electronic/Rock,0,4,2,3,3,3,2,3,3,3,3,1,3,3,3,3,2
8876,Electronic/Rock,3,0,0,1,0,0,4,0,3,0,0,2,0,4,1,4,0
8877,Electronic/Rock,3,0,0,1,0,0,4,0,4,0,0,2,0,4,1,4,0
8878,Electronic/Rock,3,0,0,1,0,0,4,0,4,0,0,2,0,4,1,4,0
8879,Electronic/Rock,3,0,0,1,0,0,4,0,3,0,0,2,0,4,1,4,0
8880,Electronic/Rock,3,0,0,1,0,0,4,0,3,0,0,2,0,4,1,4,0
8881,Electronic/Rock,3,0,0,1,0,0,4,0,3,0,0,2,0,4,1,4,0
8882,Electronic/Rock,3,0,0,1,0,0,4,0,3,0,0,2,0,4,1,4,0
8883,Electronic/Rock,3,0,0,1,0,0,4,0,3,0,0,2,0,4,1,4,0
8884,Electronic/Rock,3,2,0,1,4,4,3,3,4,2,4,1,2,4,2,2,3
8885,Electronic/Rock,3,2,0,1,0,0,1,2,3,3,3,2,3,4,3,3,3
8886,Electronic/Rock,3,2,0,0,0,0,2,2,4,3,3,2,3,4,3,0,3
8887,Electronic/Rock,3,2,0,0,0,0,1,2,3,3,3,2,2,4,3,1,3
8888,Electronic/Rock,3,2,0,1,4,2,3,3,4,3,3,2,3,4,3,2,3
8889,Electronic/Rock,3,2,0,0,0,2,1,2,4,3,3,2,3,4,3,3,2
8890,Electronic/Rock,3,2,0,1,0,0,1,2,3,2,3,2,3,4,3,2,3
8891,Electronic/Rock,3,2,0,0,0,2,2,3,2,2,3,2,3,4,3,2,3
8892,Electronic/Rock,3,2,0,3,4,2,1,2,4,3,3,2,3,4,3,3,3
8893,Electronic/Rock,3,2,1,0,4,2,2,3,2,2,4,2,2,4,3,2,3
8894,Electronic/Rock,3,2,1,0,0,2,4,4,3,3,3,1,1,3,2,4,3
8895,Electronic/Rock,3,2,1,0,4,2,4,4,3,3,3,2,2,4,3,3,3
8896,Electronic/Rock,3,2,1,1,0,2,4,4,3,3,3,4,1,2,2,3,3
8897,Electronic/Rock,3,2,1,1,0,2,1,2,1,3,1,4,0,1,0,1,2
8898,Electronic/Rock,3,2,1,1,4,2,3,3,2,3,2,4,0,1,0,2,2
8899,Electronic/Rock,3,2,1,0,4,4,1,1,1,3,2,1,1,2,2,1,2
8900,Electronic/Rock,3,2,1,0,1,4,4,4,3,2,3,2,2,4,3,2,3
8901,Electronic/Rock,1,2,0,1,0,0,2,2,2,1,4,2,2,4,2,1,3
8902,Electronic/Rock,1,2,0,1,0,0,1,2,3,4,4,2,3,2,3,2,3
8903,Electronic/Rock,1,2,0,1,0,0,0,0,4,1,3,0,1,1,0,2,0
8904,Electronic/Rock,1,2,0,1,0,0,3,3,4,3,4,1,2,3,2,1,2
8905,Electronic/Rock,1,2,0,1,0,0,0,0,2,3,4,4,1,2,0,3,0
8906,Electronic/Rock,1,2,0,1,0,0,2,3,3,0,4,4,1,3,0,2,1
8907,Electronic/Rock,1,2,0,1,0,0,1,1,0,3,4,1,3,3,2,0,1
8908,Electronic/Rock,1,2,0,1,0,0,3,4,4,3,4,1,2,2,2,2,3
8909,Electronic/Rock,1,2,0,1,0,2,3,3,2,1,4,2,3,1,3,0,2
8910,Electronic/Rock,1,2,0,2,0,2,2,2,4,1,4,1,3,3,3,1,1
8911,Electronic/Rock,1,2,0,1,4,2,2,3,0,1,4,4,1,1,0,2,1
8912,Electronic/Rock,1,2,0,1,4,4,4,4,4,3,4,4,2,3,2,1,1
8913,Electronic/Rock,0,2,0,4,3,1,0,0,1,2,2,1,2,3,2,3,3
8914,Electronic/Rock,0,2,0,4,1,4,0,1,1,2,2,4,1,2,0,3,2
8915,Electronic/Rock,0,2,0,4,2,1,1,1,2,2,2,1,2,3,2,0,2
8916,Electronic/Rock,0,1,4,1,2,3,2,3,1,1,4,2,4,4,4,1,3
8917,Electronic/Rock,0,1,4,2,2,1,4,4,2,1,4,2,3,4,3,0,4
8918,Electronic/Rock,0,1,4,1,2,3,0,1,2,4,3,3,4,4,4,3,3
8919,Electronic/Rock,0,1,4,1,3,3,3,3,4,4,4,3,4,4,4,1,4
8920,Electronic/Rock,0,1,4,1,3,3,3,3,2,4,4,3,4,4,4,0,3
8921,Electronic/Rock,1,2,4,0,4,2,0,1,1,3,2,4,0,0,0,0,4
8922,Electronic/Rock,1,2,4,1,0,0,0,0,0,2,2,4,0,0,0,1,3
8923,Electronic/Rock,1,2,4,0,0,2,0,0,0,2,3,0,0,0,1,0,1
8924,Electronic/Rock,1,2,4,0,0,0,2,3,3,2,2,4,0,0,1,2,3
8925,Electronic/Rock,1,2,4,1,4,4,2,1,1,2,4,0,0,2,1,1,0
8926,Electronic/Rock,1,2,4,0,0,0,2,2,1,3,1,4,0,0,0,2,3
8927,Electronic/Rock,1,2,4,0,0,0,4,3,3,2,1,0,0,0,1,2,1
8928,Electronic/Rock,1,2,4,0,0,0,0,1,1,2,2,4,0,0,0,2,3
8929,Electronic/Rock,1,2,4,2,4,2,4,4,3,2,2,1,0,2,0,0,4
8930,Electronic/Rock,1,2,4,1,1,4,0,0,1,2,2,0,0,0,1,3,1
8931,Electronic/Rock,1,2,4,0,1,4,4,4,2,2,3,4,0,0,0,0,3
8932,Electronic/Rock,1,2,4,1,4,2,4,4,4,2,1,1,0,1,0,1,4
8933,Electronic/Rock,1,2,4,0,4,4,4,4,4,2,3,4,0,1,1,0,3
8934,Electronic/Rock,3,4,1,1,1,4,1,1,1,1,3,1,2,3,2,0,3
8935,Electronic/Rock,3,4,1,1,4,2,4,4,3,0,2,1,1,3,2,2,2
8936,Electronic/Rock,3,4,1,1,4,2,4,4,3,1,3,1,2,4,2,2,3
8937,Electronic/Rock,3,4,1,1,4,2,3,3,3,1,3,1,2,4,2,1,3
8938,Electronic/Rock,3,4,1,0,3,2,2,3,1,0,3,2,3,4,3,0,3
8939,Electronic/Rock,3,4,1,0,4,2,2,3,2,1,3,1,2,4,2,2,3
8940,Electronic/Rock,3,4,1,0,4,4,4,4,3,1,3,2,2,4,3,0,3
8941,Electronic/Rock,3,4,1,0,4,4,2,3,1,1,3,2,2,4,3,0,3
8942,Electronic/Rock,3,4,1,0,1,4,4,4,2,1,3,2,3,4,3,3,3
8943,Electronic/Rock,3,4,1,1,1,4,3,3,2,1,3,1,2,4,2,1,2
8944,Electronic/Rock,0,2,1,4,1,4,4,4,3,2,4,4,1,3,0,0,2
8945,Electronic/Rock,0,2,1,4,4,2,3,4,1,3,4,1,1,3,0,1,2
8946,Electronic/Rock,0,2,1,4,1,4,4,4,3,2,4,1,1,4,2,0,3
8947,Electronic/Rock,0,2,1,1,3,1,4,4,3,3,4,1,1,4,2,0,2
8948,Electronic/Rock,0,2,1,2,1,1,4,4,2,3,3,4,1,3,0,2,1
8949,Electronic/Rock,0,4,1,4,2,1,0,0,1,3,2,4,1,3,2,4,1
8950,Electronic/Rock,0,4,1,4,1,1,1,1,2,2,2,2,2,3,3,2,4
8951,Electronic/Rock,0,4,1,4,1,1,3,3,1,2,1,1,2,3,2,1,3
8952,Electronic/Rock,0,4,1,4,1,1,1,0,1,3,2,4,1,2,0,0,1
8953,Electronic/Rock,0,4,1,3,2,1,1,1,2,2,3,3,4,4,4,1,4
8954,Electronic/Rock,0,4,1,4,1,1,2,2,2,2,3,2,3,4,3,2,3
8955,Electronic/Rock,3,4,3,2,1,1,3,2,1,3,3,4,1,3,0,1,0
8956,Electronic/Rock,3,4,3,2,4,4,0,0,0,3,3,0,1,3,0,0,0
8957,Electronic/Rock,3,4,3,3,4,4,2,1,1,3,3,0,1,2,0,0,0
8958,Electronic/Rock,3,4,3,1,4,4,3,3,2,1,3,4,1,3,0,1,0
8959,Electronic/Rock,3,4,3,1,1,4,1,1,0,3,3,0,1,2,1,0,0
8960,Electronic/Rock,3,4,3,1,3,4,4,4,3,3,3,0,0,2,1,2,1
8961,Electronic/Rock,3,4,3,1,1,1,4,4,1,1,3,4,1,3,0,0,1
8962,Electronic/Rock,3,4,3,1,2,1,2,2,2,1,3,0,1,3,0,1,0
8963,Electronic/Rock,0,2,4,0,1,4,4,4,3,3,1,1,0,0,0,1,4
8964,Electronic/Rock,0,2,4,0,1,1,1,1,2,2,2,4,0,0,0,1,4
8965,Electronic/Rock,0,2,4,1,2,1,4,3,0,2,2,4,0,0,0,0,3
8966,Electronic/Rock,3,4,0,3,1,4,2,3,1,2,3,2,2,4,3,4,4
8967,Electronic/Rock,3,4,0,2,1,1,2,2,2,2,3,2,2,4,3,3,4
8968,Electronic/Rock,3,4,0,1,1,1,2,3,0,3,2,2,2,3,3,4,4
8969,Electronic/Rock,3,4,0,2,1,4,1,2,0,1,2,2,2,3,3,4,4
8970,Electronic/Rock,3,4,0,2,2,1,1,1,0,2,2,3,3,4,3,3,4
8971,Electronic/Rock,3,4,0,1,1,1,1,3,0,2,3,2,2,4,3,3,4
8972,Electronic/Rock,3,4,0,4,2,1,0,0,1,3,1,3,4,4,4,1,4
8973,Electronic/Rock,0,0,4,1,2,3,4,4,4,1,4,4,0,3,0,0,2
8974,Electronic/Rock,1,4,1,2,4,4,2,3,1,1,4,3,3,4,3,2,4
8975,Electronic/Rock,1,4,1,1,4,2,4,3,3,1,3,2,3,3,3,4,4
8976,Electronic/Rock,1,4,1,3,4,4,1,2,1,3,3,1,2,3,2,3,3
8977,Electronic/Rock,1,4,1,1,4,4,4,3,3,2,3,4,1,1,0,2,1
8978,Electronic/Rock,1,4,1,1,1,1,2,2,1,0,3,2,3,3,3,3,3
8979,Electronic/Rock,1,4,1,2,4,4,0,1,1,3,3,1,1,3,2,3,3
8980,Electronic/Rock,1,4,1,0,4,4,1,1,1,3,2,1,2,2,2,2,2
8981,Electronic/Rock,1,4,1,1,4,4,3,3,1,1,3,4,3,3,0,3,1
8982,Electronic/Rock,1,4,1,2,1,4,1,1,1,1,4,1,2,3,2,1,2
8983,Electronic/Rock,1,4,1,3,1,4,0,0,1,2,3,0,0,1,1,4,0
8984,Electronic/Rock,1,4,1,1,1,1,3,3,2,3,3,1,2,3,2,2,2
8985,Electronic/Rock,1,4,1,0,2,1,4,4,4,3,3,2,1,3,2,4,4
8986,Electronic/Rock,3,1,0,0,2,1,1,2,2,3,4,4,2,4,0,2,1
8987,Electronic/Rock,3,1,0,1,1,1,3,3,4,3,4,4,1,4,0,1,1
8988,Electronic/Rock,3,1,0,1,1,1,2,2,3,1,3,4,1,3,0,1,1
8989,Electronic/Rock,3,1,0,0,1,1,4,3,4,1,4,0,1,3,0,1,0
8990,Electronic/Rock,3,1,0,1,1,1,2,2,4,2,4,4,1,4,0,1,1
8991,Electronic/Rock,3,1,0,1,2,3,4,4,3,2,4,1,2,4,2,0,2
8992,Electronic/Rock,3,1,0,0,2,3,3,3,3,1,3,0,0,1,1,0,0
8993,Electronic/Rock,3,1,0,4,2,1,2,2,3,3,4,4,2,4,0,2,1
8994,Electronic/Rock,3,1,0,3,2,3,3,3,3,2,4,4,1,4,0,2,1
8995,Electronic/Rock,3,1,0,4,3,3,2,3,3,2,4,4,1,3,0,2,1
8996,Electronic/Rock,0,0,4,1,3,3,4,2,4,3,0,2,2,0,3,2,3
8997,Electronic/Rock,3,1,4,0,3,3,2,1,0,3,0,0,0,0,1,1,1
8998,Electronic/Rock,3,1,4,0,4,2,1,1,1,3,1,0,0,0,1,1,0
8999,Electronic/Rock,3,1,4,1,4,2,2,3,1,1,3,4,0,1,0,0,3
9000,Electronic/Rock,3,1,4,4,2,1,3,4,2,1,3,4,1,1,0,1,3
9001,Electronic/Rock,3,1,4,2,4,2,1,2,1,0,4,1,1,2,2,1,4
9002,Electronic/Rock,3,1,4,2,4,2,3,4,1,0,0,0,0,0,1,0,2
9003,Electronic/Rock,3,1,4,3,1,4,0,1,2,1,3,2,2,3,3,0,4
9004,Electronic/Rock,3,1,4,1,4,4,3,3,2,0,4,2,2,2,3,1,4
9005,Electronic/Rock,3,1,4,1,1,4,3,4,3,1,3,2,1,2,2,1,4
9006,Electronic/Rock,3,1,4,1,1,1,3,4,1,1,3,1,1,1,2,1,3
9007,Electronic/Rock,3,1,4,0,2,1,1,2,3,1,2,0,0,0,1,1,1
9008,Electronic/Rock,2,4,0,2,0,0,1,1,1,2,0,0,1,1,1,1,1
9009,Electronic/Rock,2,4,0,4,4,2,3,2,0,3,0,0,0,0,1,0,1
9010,Electronic/Rock,2,4,0,1,0,0,1,0,0,2,0,4,1,1,0,1,1
9011,Electronic/Rock,2,4,0,1,0,0,1,1,0,2,0,4,1,1,0,1,1
9012,Electronic/Rock,2,4,0,3,0,0,4,3,2,2,0,0,0,0,1,1,0
9013,Electronic/Rock,2,4,0,4,0,2,3,3,2,1,0,4,1,1,0,1,1
9014,Electronic/Rock,2,4,0,0,4,2,3,2,2,3,0,0,1,0,0,1,0
9015,Electronic/Rock,2,4,0,2,0,0,0,0,2,1,0,4,2,0,2,3,0
9016,Electronic/Rock,2,4,0,0,4,2,3,2,1,2,0,0,0,0,1,0,0
9017,Electronic/Rock,2,4,0,3,0,0,1,2,1,1,1,3,4,4,4,4,3
9018,Electronic/Rock,2,4,0,1,0,0,0,0,1,2,1,4,1,1,2,0,2
9019,Electronic/Rock,2,4,0,3,4,0,2,3,3,3,0,3,4,3,4,3,2
9020,Electronic/Rock,2,4,0,3,0,0,0,0,1,3,0,0,0,1,1,3,0
9021,Electronic/Rock,2,4,0,4,1,4,4,3,0,2,0,1,1,2,2,0,3
9022,Electronic/Rock,2,4,0,4,0,0,4,4,2,2,0,4,1,1,0,0,2
9023,Electronic/Rock,2,4,0,2,4,2,2,3,4,1,0,2,3,3,3,0,2
9024,Electronic/Rock,2,4,0,4,0,0,2,2,2,3,0,4,2,1,0,3,1
9025,Electronic/Rock,2,4,0,4,0,0,3,3,3,1,0,4,1,1,0,4,1
9026,Electronic/Rock,2,4,0,2,4,4,0,0,1,2,0,1,2,1,3,3,2
9027,Electronic/Rock,2,4,0,1,4,4,4,4,4,3,0,2,3,2,4,2,2
9028,Electronic/Rock,2,4,0,3,0,2,1,1,2,4,2,3,4,4,4,0,4
9029,Electronic/Rock,2,4,0,2,4,2,1,1,1,3,1,4,1,2,2,0,1
9030,Electronic/Rock,2,4,0,3,4,4,4,4,3,2,0,4,1,1,1,1,1
9031,Electronic/Rock,2,4,0,0,2,1,3,4,0,1,0,1,1,0,0,2,4
9032,Electronic/Rock,2,4,0,3,1,4,2,1,0,2,0,4,1,1,0,3,2
9033,Electronic/Rock,2,4,0,1,2,1,4,4,4,2,1,4,1,1,2,2,1
9034,Electronic/Rock,3,1,1,0,4,4,0,0,4,4,2,0,0,0,1,2,0
9035,Electronic/Rock,3,1,1,2,1,4,0,1,3,4,3,2,3,3,3,4,2
9036,Electronic/Rock,3,1,1,2,4,2,2,2,4,0,3,1,2,3,2,4,1
9037,Electronic/Rock,3,1,1,4,1,4,3,3,4,0,3,1,3,3,3,3,0
9038,Electronic/Rock,3,1,1,3,4,4,2,1,4,4,2,1,3,3,3,4,1
9039,Electronic/Rock,3,1,1,2,1,4,4,4,4,1,4,1,2,3,2,3,0
9040,Electronic/Rock,3,1,1,1,1,4,4,4,4,1,0,0,0,0,1,1,0
9041,Electronic/Rock,3,1,1,3,1,4,3,3,4,0,3,4,2,2,0,4,0
9042,Electronic/Rock,3,1,1,3,2,1,1,2,4,0,2,2,4,4,3,2,3
9043,Electronic/Rock,3,1,1,1,2,1,2,3,4,0,3,2,4,4,4,4,3
9044,Electronic/Rock,3,1,1,4,2,3,0,0,4,4,3,3,3,3,4,2,3
9045,Electronic/Rock,2,1,0,0,4,2,2,2,4,0,0,0,0,0,1,4,0
9046,Electronic/Rock,2,1,0,3,0,2,1,1,0,0,3,1,1,3,2,4,3
9047,Electronic/Rock,2,1,1,2,0,0,0,0,2,0,2,0,0,1,1,0,0
9048,Electronic/Rock,2,1,0,1,4,2,3,3,3,4,1,3,4,4,4,2,4
9049,Electronic/Rock,2,1,0,1,4,2,2,1,1,0,1,3,3,4,4,0,4
9050,Electronic/Rock,2,1,1,3,4,2,2,2,2,0,1,3,4,4,4,2,4
9051,Electronic/Rock,2,1,0,4,1,4,3,3,2,1,2,1,1,3,2,3,2
9052,Electronic/Rock,2,1,0,3,2,1,4,4,2,0,2,0,0,1,1,0,0
9053,Electronic/Rock,2,1,0,2,1,4,0,0,2,4,1,3,3,3,4,4,4
9054,Electronic/Rock,2,1,0,3,1,1,1,1,4,4,2,1,1,1,2,3,2
9055,Electronic/Rock,2,1,0,3,0,0,3,3,0,1,2,2,3,4,3,3,2
9056,Electronic/Rock,2,1,4,2,1,2,2,2,2,3,2,1,2,2,2,4,2
9057,Electronic/Rock,2,1,1,1,0,0,3,4,2,0,0,2,2,2,3,2,4
9058,Electronic/Rock,2,1,0,0,2,1,3,3,3,1,2,2,3,4,3,0,3
9059,Electronic/Rock,2,1,0,3,4,2,4,4,4,1,1,2,3,4,4,1,3
9060,Electronic/Rock,2,1,0,2,4,2,4,4,0,3,2,4,1,3,0,0,2
9061,Electronic/Rock,2,1,1,3,0,2,4,4,4,4,3,4,1,2,0,4,3
9062,Electronic/Rock,2,1,0,4,0,0,2,2,1,1,2,3,2,3,3,0,4
9063,Electronic/Rock,2,1,0,1,0,2,4,4,0,4,1,0,0,0,1,2,1
9064,Electronic/Rock,2,1,0,4,0,2,4,4,2,3,1,0,1,1,1,4,1
9065,Electronic/Rock,2,1,2,4,1,4,0,1,4,4,1,3,4,4,4,4,4
9066,Electronic/Rock,2,1,1,0,4,2,1,1,3,4,3,3,4,2,4,1,4
9067,Electronic/Rock,2,1,0,0,4,4,2,2,1,3,3,4,0,0,0,2,3
9068,Electronic/Rock,2,1,3,1,2,1,3,4,3,2,3,0,0,0,1,1,1
9069,Electronic/Rock,2,1,0,3,4,2,1,1,3,3,2,0,1,2,0,3,0
9070,Electronic/Rock,2,1,0,3,4,2,2,1,1,1,1,3,3,4,4,2,4
9071,Electronic/Rock,2,1,0,3,1,4,3,3,1,2,1,2,3,4,3,2,4
9072,Electronic/Rock,2,1,0,0,2,1,2,3,2,4,2,2,2,3,3,0,3
9073,Electronic/Rock,2,1,0,3,4,2,1,1,3,4,1,2,3,2,3,3,3
9074,Electronic/Rock,2,1,0,4,4,2,0,0,0,1,3,4,1,2,0,3,0
9075,Electronic/Rock,2,1,0,1,4,4,0,0,4,0,2,1,1,1,2,3,3
9076,Electronic/Rock,2,1,1,2,4,2,4,2,2,3,1,0,0,0,1,1,0
9077,Electronic/Rock,2,1,0,2,1,4,4,4,4,4,0,4,2,0,0,1,0
9078,Electronic/Rock,2,3,2,0,3,3,0,0,3,1,0,0,0,0,1,4,0
9079,Electronic/Rock,2,3,2,0,3,3,0,0,2,1,1,0,1,1,1,4,0
9080,Electronic/Rock,2,3,2,0,3,3,2,1,2,4,2,4,1,2,0,2,0
9081,Electronic/Rock,2,3,2,0,3,3,0,0,0,4,0,0,0,0,1,0,0
9082,Electronic/Rock,2,3,2,0,3,3,0,0,0,3,0,0,0,0,1,0,0
9083,Electronic/Rock,2,3,2,0,3,3,0,0,0,1,0,0,0,0,1,0,0
9084,Electronic/Rock,2,3,2,0,3,3,4,3,1,4,0,1,2,0,2,0,1
9085,Electronic/Rock,2,3,2,0,3,3,0,0,0,3,0,0,0,0,1,1,0
9086,Electronic/Rock,2,3,2,0,3,3,0,0,2,4,3,0,0,1,1,4,0
9087,Electronic/Rock,2,3,2,0,3,3,0,0,0,4,1,0,0,0,1,4,0
9088,Electronic/Rock,2,3,2,0,3,3,3,2,1,0,0,0,0,0,1,4,0
9089,Electronic/Rock,2,3,2,0,3,3,2,1,0,4,0,4,0,0,0,1,2
9090,Electronic/Rock,2,3,2,0,3,3,0,0,0,3,1,0,0,0,1,4,0
9091,Electronic/Rock,2,3,2,0,3,3,4,2,0,3,0,4,1,0,0,4,0
9092,Electronic/Rock,2,3,2,0,3,3,4,4,4,3,0,0,0,0,1,0,0
9093,Electronic/Rock,2,3,2,0,3,3,3,1,0,2,0,0,0,1,1,4,0
9094,Electronic/Rock,2,3,2,0,3,3,1,0,2,2,0,0,0,1,1,0,0
9095,Electronic/Rock,2,3,2,1,3,3,3,3,3,1,0,0,0,1,0,2,0
9096,Electronic/Rock,2,3,2,0,3,3,4,3,1,2,0,0,0,1,1,3,0
9097,Electronic/Rock,2,3,2,0,3,3,4,3,1,3,1,0,0,0,1,3,0
9098,Electronic/Rock,2,3,2,0,3,3,4,3,1,3,1,0,0,0,1,3,0
9099,Electronic/Rock,2,3,2,0,3,3,0,0,3,3,1,0,0,0,1,4,0
9100,Electronic/Rock,2,3,2,0,3,3,3,3,4,4,1,0,0,1,1,1,0
9101,Electronic/Rock,2,3,2,0,3,3,0,0,4,4,0,0,0,0,1,4,0
9102,Electronic/Rock,2,3,2,0,3,3,0,0,0,3,0,0,0,0,1,0,0
9103,Electronic/Rock,2,3,2,0,3,3,0,0,4,4,1,0,0,0,1,2,0
9104,Electronic/Rock,2,3,2,0,3,3,3,2,4,0,2,0,0,1,1,0,0
9105,Electronic/Rock,0,1,0,4,3,3,1,2,2,0,3,2,3,2,3,1,4
9106,Electronic/Rock,0,1,0,4,3,3,4,4,2,2,2,1,3,0,2,1,3
9107,Electronic/Rock,0,1,0,1,0,2,0,0,0,2,0,1,3,0,0,4,2
9108,Electronic/Rock,0,1,0,4,4,4,2,2,2,3,1,1,3,1,2,1,3
9109,Electronic/Rock,0,1,0,4,2,3,4,3,2,3,2,1,2,1,2,0,2
9110,Electronic/Rock,3,3,4,1,3,3,2,1,3,4,0,4,1,2,0,3,1
9111,Electronic/Rock,3,3,4,1,3,3,1,1,2,1,1,4,1,2,2,2,2
9112,Electronic/Rock,3,3,4,1,3,3,4,2,4,1,0,0,0,0,1,3,2
9113,Electronic/Rock,3,3,4,0,3,3,4,4,3,2,0,4,0,0,0,0,1
9114,Electronic/Rock,3,3,4,4,3,3,4,3,4,1,1,0,0,0,1,2,0
9115,Electronic/Rock,3,3,4,1,3,3,3,3,4,1,1,4,1,2,0,1,2
9116,Electronic/Rock,3,3,4,4,3,3,3,2,1,1,0,0,0,1,1,3,1
